130.46 188.51 1 3
114.48 132.46 0 1
112.04 186.38 0 3
135.03 163.39 1 2
141.53 102.61 1 0
112.25 160.02 0 2
192.64 165.14 3 2
184.32 179.61 3 3
135.19 159.17 1 2
189.38 107.34 3 0
111.81 182.63 0 3
188.62 121.15 3 0
182.63 186.67 3 3
166.13 155.05 2 2
132.95 114.62 1 0
166.98 163.8 2 2
167.08 114.28 2 0
190 162.93 3 2
135.9 190.19 1 3
182.1 162.15 3 2
163.34 137.93 2 1
109.78 159.33 0 2
109.44 109 0 0
193.76 165.19 3 2
101.88 132.02 0 1
116.94 132.96 0 1
158.04 167.19 2 2
182.83 187.67 3 3
130.65 159.53 1 2
163.85 105.75 2 0
148.57 189.31 1 3
112.27 161.04 0 2
175.54 113.49 3 0
111.47 116.82 0 0
110.32 120.07 0 0
164.83 154.5 2 2
140.66 185.31 1 3
139.52 153.91 1 2
168.35 110.01 2 0
159.89 137.91 2 1
190.97 195.48 3 3
135.45 142.53 1 1
197.51 120.13 3 0
133.46 180.39 1 3
179.45 107.89 3 0
113.99 114.33 0 0
186.7 134.73 3 1
165.38 167.08 2 2
186.04 175.39 3 2
159.51 132.99 2 1
116.16 167.83 0 2
113.17 164.86 0 2
109.3 163.61 0 2
180.29 107.93 3 0
139.11 163.26 1 2
183.42 170.3 3 2
165.2 161.33 2 2
159.27 175.48 2 2
142.78 111.83 1 0
191.13 114.56 3 0
183.28 165.02 3 2
157.2 140.1 2 1
185.57 107.19 3 0
154.93 188.99 2 3
169.54 153.85 2 2
140.27 187.74 1 3
127.09 169.59 1 2
111.76 184.74 0 3
141.73 169.82 1 2
129.33 116.87 1 0
187.7 109.94 3 0
160.16 191.01 2 3
101.15 156.11 0 2
135 155.31 1 2
114.02 113.22 0 0
114.66 120.08 0 0
137.21 168.95 1 2
184.96 118.29 3 0
134.3 183.53 1 3
198.3 147.92 3 1
113.14 133.08 0 1
143.65 160.63 1 2
112.21 116.23 0 0
138.53 137.66 1 1
111.33 186.72 0 3
189.34 182.79 3 3
159.29 115.32 2 0
185.55 160.43 3 2
143.45 157.57 1 2
112.8 190.59 0 3
137.36 108.28 1 0
174.97 170.04 2 2
104.79 190.08 0 3
138.02 107.03 1 0
143.81 106.96 2 0
116.03 176.6 0 2
112.63 160.57 0 2
109.53 185.95 0 3
102.9 138.86 0 1
183.98 191.76 3 3
168.41 141.4 2 1
197.38 190.68 3 3
188.21 178.74 3 3
116.15 139.31 0 1
106.97 185.54 0 3
156.97 121.54 2 0
167.61 159.32 2 2
129.38 105.23 1 0
186.11 139.6 3 1
106.9 166.97 0 2
172.71 135.71 2 1
189.67 181.67 3 3
114.23 152.03 0 2
140.46 116.27 1 0
163.42 175.1 2 3
178.78 107.04 3 0
115.32 111.42 0 0
184.32 115.71 3 0
193.92 113.33 3 0
108.08 142.75 0 1
141.89 150.11 1 1
163.93 162.51 2 2
144.22 192.84 1 3
137.88 136.84 1 1
108.13 137.9 0 1
146.02 117.09 1 0
119.45 143.14 0 1
109.19 132.83 0 1
159.47 189.6 2 3
193.74 192.21 3 3
162.85 141.87 2 1
135.12 164.9 1 2
192.6 132.69 3 1
180.69 164.1 3 2
135.13 142.4 1 1
155.93 114.89 2 0
137.32 162.65 1 2
187.1 161.83 3 2
161.9 164.37 2 2
132.39 136.75 1 1
109.77 135.39 0 1
149.66 161.57 1 2
135.83 182.21 1 3
161.48 121.7 2 0
159.92 153.87 2 2
141.09 167.07 1 2
185.74 169.83 3 2
148.35 138.58 2 1
128.61 139.97 1 1
163.62 179.85 2 3
163.48 96.595 2 0
111 177.19 0 3
186.96 159.3 3 2
187.12 182.52 3 3
138.06 197.16 1 3
166.54 110.5 2 0
186.73 187.01 3 3
137.05 144.14 1 1
146.54 112.3 1 0
137.99 176.48 1 2
166.67 183.99 2 3
162.89 161.78 2 2
113.46 118.71 0 0
187.96 110.86 3 0
151.32 113.02 2 0
113.82 137.78 0 1
134 157.77 1 2
166.76 191.72 2 3
181.37 137.72 3 1
111.74 170.56 0 2
187.94 146.35 3 1
185.78 191.55 3 3
192.91 166.09 3 2
107.53 133.77 0 1
140.64 166.15 1 2
180.51 115.46 3 0
112.4 166.63 0 2
105.37 188.44 0 3
139.16 107.62 1 0
152.68 163.59 2 2
163.48 135.03 2 1
186.85 133.39 3 1
185.79 110.18 3 0
162.35 132.88 2 1
183.51 128.61 3 1
178.66 115.46 3 0
164.6 117.72 2 0
185.59 164.2 3 2
186.79 130.16 3 1
135.79 158.57 1 2
194.09 181.95 3 3
113.35 190.59 0 3
104.08 182.99 0 3
192.45 143.25 3 1
106.82 119.69 0 0
131.05 188.25 1 3
162.59 183.22 2 3
140 160.73 1 2
195.82 181.41 3 3
170.31 144.28 2 1
176.99 191.75 3 3
188.38 154.37 3 2
117.28 154.64 0 2
155.67 113.27 2 0
183.48 136.82 3 1
185.74 169.39 3 2
125.08 141.29 1 1
173.03 111.38 2 0
141.69 167.2 1 2
133.32 107.96 1 0
124.6 175.02 0 3
114.98 169.26 0 2
166.14 143.3 2 1
160.66 187.96 2 3
132.97 188.39 1 3
102.98 113.53 0 0
163.77 132.89 2 1
142.08 113.83 1 0
127.26 109.73 1 0
152.52 137.36 2 1
113.97 113.25 0 0
132.5 130.68 1 1
144.06 158.36 1 2
131.29 106.25 1 0
197.07 159.38 3 2
106.94 185.18 0 3
111.52 134.16 0 1
185.72 115.25 3 0
186.82 142.67 3 1
111.8 116.06 0 0
167.1 191.88 2 3
155.79 107.68 2 0
179.97 132.66 3 1
134.67 138.61 1 1
179.06 106.22 3 0
162.68 158.25 2 2
134.7 141.18 1 1
163.19 185.23 2 3
163.37 164.56 2 2
186.88 136.27 3 1
137.91 184.5 1 3
135.39 186.36 1 3
158.85 186.53 2 3
135.06 107.51 1 0
172.19 115.82 2 0
