889.614 310.401 0
134.885 847.811 0
875.908 825.877 0
829.081 841.46 0
773.866 696.23 0
330.376 84.0868 0
206 186.766 0
826.362 813.599 0
831.948 872.299 0
213.376 949.817 0
806.122 841.173 0
710.624 778.022 0
151.275 898.039 0
246.686 134.676 0
932.955 195.487 0
785.315 848.662 0
754.795 179.652 0
180.581 152.038 0
804.137 860.538 0
791.473 169.992 0
821.48 148 0
785.437 851.542 0
844.719 828.343 0
303.88 230.104 0
831.749 123.967 0
185.062 638.818 0
766.869 53.685 0
753.814 286.127 0
69.5691 778.318 0
123.915 271.462 0
872.626 893.385 0
198.958 197.372 0
127.542 829.199 0
829.918 689.18 0
140.794 290.642 0
848.908 862.938 0
109.841 909.064 0
765.545 291.643 0
730.435 197.189 0
328.183 137.595 0
678.955 846.107 0
853.918 694.021 0
205.47 310.434 0
665.036 280.798 0
775.346 680.788 0
198.081 861.413 0
853.424 211.141 0
220.108 758.791 0
728.51 69.4124 0
730.19 221.331 0
801.997 376.641 0
794.949 156.22 0
796.027 886.381 0
307.796 794.258 0
173.858 101.38 0
166.938 894.096 0
191.867 836.815 0
751.022 756.377 0
244.914 93.018 0
273.065 200.379 0
115.39 136.941 0
179.557 752.895 0
887.096 137.154 0
912.435 63.1175 0
294.565 344.569 0
302.136 924.317 0
826.404 309.405 0
42.9379 748.251 0
181.727 712.576 0
238.763 81.7701 0
817.716 815.966 0
858.108 738.248 0
292.846 846.43 0
137.512 321.922 0
209.848 726.275 0
217.313 149.253 0
21.0071 853.193 0
857.646 679.417 0
198.224 108.213 0
212.581 316.708 0
112.071 155.618 0
225.628 231.764 0
278.914 793.667 0
164.591 83.3611 0
875.184 884.695 0
203.41 827.977 0
18.9631 384.721 0
343.455 852.414 0
145.516 623.385 0
114.144 127.667 0
763.443 867.903 0
115.003 845.846 0
30.3727 168.108 0
800.871 899.902 0
912.037 165.283 0
734.801 888.3 0
827.347 918.352 0
826.939 756.431 0
749.543 221.156 0
847.103 778.847 0
205.8 154.744 0
951.637 -30.7753 0
230.569 571.697 0
194.002 473.895 0
820.417 748.61 0
771.3 150.855 0
817.649 888.892 0
236.256 79.5251 0
190.596 852.821 0
753.72 314.025 0
769.862 122.665 0
128.376 883.583 0
670.404 876.988 0
737.939 287.678 0
674.295 279.05 0
139.132 117.929 0
655.938 153.041 0
310.354 808.017 0
756.597 269.527 0
737.724 86.6401 0
86.9216 194.674 0
215.015 197.92 0
285.076 265.592 0
892.435 217.62 0
812.363 238.536 0
143.947 913.332 0
188.992 851.216 0
898.225 933.992 0
613.595 772.937 0
237.006 181.56 0
197.741 107.35 0
922.831 268.791 0
352.344 168.818 0
85.4092 957.472 0
814.51 858.549 0
247.292 705.13 0
229.38 777.992 0
897.362 777.913 0
705.989 812.495 0
168.714 301.433 0
767.255 379.478 0
