1 3.1883 3.075
2 10.169 11.089
3 -9.7942 0.55375
4 6.3109 1.3619
5 4.0938 1.3973
6 -3.5384 1.8995
7 1.332 1.2677
8 5.7131 8.5382
9 22.392 7.7621
10 18.847 11.782
11 -1.2494 0.81699
12 21.175 17.547
13 10.127 -1.664
14 6.6847 3.3461
15 11.074 5.8043
16 6.9752 -8.2219
17 7.8793 10.18
18 16.448 22.27
19 16.545 7.1117
20 17.086 9.9781
21 13.857 4.6057
22 4.9626 4.4029
23 15.086 5.644
24 20.151 9.5667
25 14.944 15.563
26 18.173 4.8506
27 17.134 5.6878
28 12.483 5.8618
29 15.969 7.3223
30 11.064 12.728
31 19.942 20.127
32 10.265 0.24132
33 11.156 2.3727
34 12.953 9.0786
35 2.7786 -0.51421
36 25.192 22.56
37 20.126 18.242
38 15.225 10.408
39 26.351 15.994
40 11.442 4.0292
41 19.989 13.813
42 19.793 15.534
43 23.096 12.256
44 23.564 21.423
45 18.176 12.441
46 22.85 10.874
47 22.676 13.193
48 27.139 19.052
49 29.966 12.992
50 30.546 14.846
51 21.182 22.457
52 26.387 10.824
53 20.429 14.946
54 21.432 14.807
55 27.466 21.678
56 35.663 20.462
57 24.652 -0.00015255
58 30.857 11.166
59 28.372 16.745
60 35.587 19.082
61 25.055 22.34
62 31.163 22.613
63 34.263 19.615
64 37.503 19.166
65 40.221 12.368
66 33.43 26.031
67 26.042 13.691
68 30.288 7.4142
69 29.192 16.762
70 46.752 23.891
71 32.422 13.359
72 39.74 22.336
73 35.538 14.231
74 41.443 13.981
75 33.676 8.0664
76 30.989 13.675
77 31.388 12.559
78 41.441 22.921
79 38.613 11.793
80 39.02 18.469
81 47.597 16.273
82 42.458 30.278
83 42.489 20.66
84 49.938 31.1
85 38.478 21.714
86 46.483 27.785
87 47.675 18.067
88 42.781 27.678
89 45.578 30.052
90 39.171 9.2013
91 39.76 18.998
92 46.524 20.002
93 50.111 25.838
94 59.927 25.713
95 44.166 23.478
96 48.937 27.454
97 48.088 25.267
98 39.335 19.076
99 47.305 17.206
100 41.027 20.801
101 54.702 24.746
102 46.56 16.885
103 52 25.719
104 49.277 23.59
105 54.018 27.969
106 49.998 29.961
107 55.95 30.856
108 57.697 35.377
109 63.059 27.883
110 54.029 22.692
111 44.808 21.93
112 51.802 32.817
113 63.273 38.155
114 51.639 25.191
115 62.305 28.168
116 58.62 21.707
117 65.683 36.201
118 49.196 24.712
119 58.512 23.367
120 53.961 25.307
121 75.04 28.373
122 65.126 34.713
123 68.395 33.327
124 56.709 36.511
125 60.157 23.281
126 61.638 35.671
127 68.992 35.214
128 62.611 31.718
129 68.008 37.587
130 54.741 33.338
131 63.731 26.51
132 61.882 37.536
133 58.615 23.257
134 69.54 29.399
135 68.91 31.092
136 68.167 37.766
137 61.832 25.566
138 74.637 38.992
139 71.251 37.685
140 68.505 35.023
141 70.614 38.08
142 69.69 28.981
143 62.749 36.412
144 70.572 35.853
145 68.343 37.822
146 68.104 29.134
147 67.718 34.119
148 71.332 40.054
149 64.487 37.314
150 79.821 39.489
151 78.1 29.782
152 75.9 32.466
153 76.326 39.256
154 73.009 40.476
155 82.593 43.612
156 77.334 35.604
157 74.927 48.686
158 85.757 43.24
159 78.376 43.516
160 77.055 36.449
161 79.031 33.941
162 76.76 41.806
163 75.899 43.138
164 94.63 56.426
165 90.777 42.744
166 84.538 34.129
167 77.214 46.694
168 79.673 41.157
169 83.617 36.173
170 88.957 41.683
171 78.84 35.376
172 74.351 42.98
173 79.255 42.588
174 88.668 45.548
175 89.457 45.931
176 90.258 41.022
177 87.849 48.89
178 89.918 46.691
179 87.119 42.254
180 94.31 46.231
181 83.692 41.337
182 93.275 42.202
183 87.256 47.335
184 90.326 52.124
185 95.264 60.001
186 98.195 51.617
187 87.912 39.844
188 100.3 51.157
189 97.801 43.865
190 94.661 44.264
191 94.524 43.967
192 94.912 43.29
193 94.984 49.383
194 97.115 42.981
195 97.756 52.214
196 102.13 55.042
197 106.13 58.255
198 101.33 50.565
199 98.451 52.32
200 103.13 60.578
201 101.42 50.973
202 95.851 47.036
203 106.25 61.985
204 103.54 39.224
205 103.18 49.305
206 105.58 64.94
207 104.81 50.046
208 99.293 46.845
209 103.69 45.712
210 104.27 56.1
211 102.84 40.87
212 114.41 53.208
213 102.12 53.896
214 104.58 52.283
215 103.94 55.09
216 102.13 51.697
217 107.54 57.174
218 107.63 47.378
219 117.15 59.666
220 108.75 46.545
221 105.18 56.506
222 119.02 57.956
223 117.67 62.113
224 110.85 52.739
225 104.97 54.128
226 110.78 60.659
227 112.72 46.462
228 115.38 48.353
229 113.19 47.435
230 117.22 62.852
231 117.46 60.756
232 109.75 51.361
233 111.76 63.375
234 113.29 57.336
235 114.96 49.546
236 116.4 53.103
237 118.56 52.355
238 103.85 56.701
239 117.21 55.602
